text,朝食,夕食,風呂,サービス,立地,施設,部屋
貸し切り露天風呂と更衣室もゆったりしていて大変気持ちよかったです。,0,0,1,0,0,0,0
何から何まで至り尽くせりで大満足です。,1,1,1,1,1,1,1
フェリーに乗るにも非常に近く立地はいいです。,0,0,0,0,1,0,0
海が目の前なので来た?という気持ちも高まります。,0,0,0,0,1,0,0
朝食サービスもありがたかったです。,1,0,0,0,0,0,0
しかし、夜はフェリーのエンジン音が響き気になります。,0,0,0,0,1,0,0
フロントで若い女性が明るく挨拶する姿が印象的なホテル。,0,0,0,1,0,0,0
ただ、初めてだったせいか、場所がわからず、少し苦労した。,0,0,0,0,1,0,0
重い荷物を持っていたため、とくに距離を感じてしまった。,0,0,0,0,1,0,0
とくに午前２時まで、午前６時からという利用時間の設定はベリグッド。,0,0,1,1,0,0,0
マッサージ機が自由に使えるのも高評価。,0,0,0,0,0,1,0
朝食は１階でいただいたが、ご飯好きな人には良いかも。,1,0,0,0,0,0,0
内装は黒と白を基調としたおしゃれな作り。,0,0,0,0,0,1,0
部屋も新しく綺麗。,0,0,0,0,0,1,1
ウェルカムベビーの宿だったのでどんな感じなのかなと思っていたんですが、本当にその名の通りという感じで、赤ちゃんに優しい心遣いが対処に感じられました。,0,0,0,1,0,0,0
他の宿泊客の方も同じくらいの赤ちゃん連れの家族ばかりだったので、食事をするレストランでもそこまで気を遣わなかったので良かったです。,1,1,0,0,0,0,0
カフェインレスのコーヒーがあるのもポイント高いですね！,1,1,0,0,0,0,0
料理は夕飯がかなりボリュームがありました。,0,1,0,0,0,0,0
でも全て美味しかったです。,0,1,0,0,0,0,0
何度か利用させていただきましたが、駅まで近く便利でした。,0,0,0,0,1,0,0
大浴場は湯船が一つとサウナのみですが、19時くらいまでは比較的空いており、ゆっくりできました。,0,0,1,0,0,0,0
後、飲み水がありました。,0,0,0,0,0,1,0
朝食はうわさ通りで、品数も多く、デザートもあり満足です。,1,0,0,0,0,0,0
あと、売店のミルク味のアイスクリーム美味しかったです。,0,0,0,0,0,1,0
部屋も広く、掃除も行き届いているので、快適に過ごせました。,0,0,0,1,0,0,1
お風呂の湯加減もちょうどよく、また時間を気にせずに入れるのは、嬉しいです。,0,0,1,0,0,0,0
食事も美味しかったですが、特に皆様の心使いに感謝しております。,1,1,0,1,0,0,0
とても快適でみんな大満足です。,1,1,1,1,1,1,1
食事は美味しく種類も豊富でした。,1,1,0,0,0,0,0
温泉は肌がツルツルになりとても気持ちよかったです。,0,0,1,0,0,0,0
はじめはお風呂がなくシャワーなのが、どうかなと思っていましたが意外と良かったです。,0,0,1,0,0,0,0
朝食が期待以上でどれを食べても大変おいしかったです。,1,0,0,0,0,0,0
特にきのこ汁がとっても美味しくておかわりしました。,1,0,0,0,0,0,0
シャトルバスの運転手さんが細やかなアナウンスで、心地良く乗車できました。,0,0,0,1,0,0,0
天気も良く、ガイドさんの案内で、天の川や夏の大三角などとても綺麗に観ることができ感動しました！！！,0,0,0,1,0,0,0
ホテルはとても綺麗で、レストランも雰囲気が良かったです。,0,0,0,0,0,1,0
特にル・ブラトーはガラス張りで湖を見ながら食事ができるようになっており、雰囲気も良いです。,0,0,0,0,0,1,0
部屋も広く二人には広すぎる位でした（笑）また湖があり、一周ぐるりとお散歩ができるようになってます。,0,0,0,0,1,0,1
雰囲気の良い教会もあったのですが、入れなかったのが残念です。,0,0,0,0,1,0,0
鯉もいて、専用の餌を買い、餌やりができるようになっています。,0,0,0,0,0,1,0
スタッフの皆さんも丁寧に対応してくださり、気持ち良かったです。,0,0,0,1,0,0,0
また、部屋をランクアップしてくださったのに何も言わずに最後まで見送って下さいました。,0,0,0,1,0,0,0
その事に後から気付き感動しました。,0,0,0,1,0,0,0
床の絨毯が汚れが気になりました（○○人も宿泊するからでしょうね）。,0,0,0,1,0,0,1
朝食は思った程ではありませんでした、食器はガラガラ下げられるし、お米が無いのも残念でした。,1,0,0,1,0,0,0
一緒に行った母親は油っこくて食べられないと言ってました。,1,0,0,0,0,0,0
なにより最悪だったのはトイレが詰まり水が溢れた事です。,0,0,0,0,0,0,1
新年早々こんな目に遭ったのに帰りのフロントで研修中の子が笑顔で謝罪。,0,0,0,1,0,0,0
こんな対応でいいのか？！,0,0,0,1,0,0,0
って悲しくなったです。,0,0,0,1,0,0,0
安いし立地もいいからと思って泊まったけどもう行く事はありません。,0,0,0,0,1,0,0
パソコンを持っていったのにWifiの何が悪いのか？,0,0,0,0,0,1,0
３０秒に一度の割合で接続が切れてしまい一泊したのに自分のパソコンでネットを楽しめませんでした。,0,0,0,0,0,1,0
そのことだけが残念でした。,0,0,0,0,0,1,0
お部屋は清潔にされていて音も静かで熟睡できました。,0,0,0,1,0,0,1
お風呂も炭酸泉や半身浴、寝転び湯の階が綺麗で女性がとても楽しめる作りになっていて驚きました。,0,0,1,0,0,0,0
毎分３０リットルのミネラルウォーターがかけ流しで出てくる水風呂が冷たくて清潔でとても気持ちよかったです。,0,0,1,1,0,0,0
フロントの方の丁寧な対応がとても気持ちよかったです。,0,0,0,1,0,0,0
外出のときに雨が降ってきていて、こちらが言わなくても、傘を貸してくださいました。,0,0,0,1,0,0,0
また次も利用させていただきたいと思いました。,1,1,1,1,1,1,1
前回は2年前主人の誕生日にお邪魔しましたが、いつ伺ってもユッタリとした時間を過ごせて、疲れが飛んでしまいます。,1,1,1,1,1,1,1
今回は姪を励ます旅行だったので予定通りにホテル鑑賞が出来て本当にラッキーだったと思います。,0,0,0,0,0,1,0
帰りには、ご主人に赤谷湖のカメラポイントの場所に連れて行って頂き、たくみの里まで送って頂きました。,0,0,0,1,0,0,0
また良い思い出が増えました。,1,1,1,1,1,1,1
今度は何年先か分かりませんが、大食漢になった主人とまた伺いたいと思っています。（＾o＾）,1,1,1,1,1,1,1
沢山のお心遣い本当にありがとうございます。,0,0,0,1,0,0,0
すぐにベルボーイの方が雨傘を貸してくれた。,0,0,0,1,0,0,0
気の利いた心遣いでした。,0,0,0,1,0,0,0
駅直結で非常に便利。,0,0,0,0,1,0,0
部屋もきれいでフロントの対応も丁寧。,0,0,0,1,0,0,1
レストランがもう一つくらいあると良かった。,0,0,0,0,0,1,0
まるでグランドハイアットやリッツにきたようなホテルマンの身のこなし。,0,0,0,1,0,0,0
エントランスとロビーの美しさ。,0,0,0,0,0,1,0
カードキーをかざさないと行き先階のボタンを押せないしっかりとしたセキュリティ。,0,0,0,1,0,0,0
クラブフロアラウンジのような軽食のサービス。（夜食のお茶漬けは暖かいお出汁があってもよいかと思いますが。）,0,1,0,1,0,0,0
バスルームのシャワーヘッドの切り替えも快適で、アメニティを置く棚なども大変使いやすかったです。,0,0,1,0,0,1,0
祇園祭の山は目の前で、満喫させていただきました。,0,0,0,0,1,0,0
早目に熱海に行き雨がまだ降っていなかったので歩きましたが、ずうっと上りだったので歩き疲れたけど、貸し切り風呂を予約してゆっくり入れたので、疲れが取れ夕飯のバイキングがとても美味しかったです。,0,1,1,0,0,0,0
ホテルの中もレトロな所があり良かったです。,0,0,0,0,0,1,0
ホテル到着前に家内が体調を崩してしまったのですが、電話で相談したところ、所定の時間より早く部屋に入れて貰えました。,0,0,0,1,0,0,0
電話口でもチェックインもとても気配りのある対応で、嬉しかったです。,0,0,0,1,0,0,0
それ以外にも、レンタサイクルの紹介やチェックアウト時のサポートなど、すべてに丁寧で配慮の行き届いた対応で、「大事にされている」と感じました。,0,0,0,1,0,0,0
朝食のビュッフェも美味しくて、快適な３日間でした。,1,0,0,0,0,0,0
新千歳空港からバスで1時間ちょっと、ホテル目の前がバス停なので便利でした。,0,0,0,0,1,0,0
薄野が徒歩圏内なので飲み食いするのにも困りません。,0,0,0,0,1,0,0
シングルの予約でしたがツインにグレードアップされておりました。,0,0,0,1,0,0,0
フロント、ベル係、レストランとも一流の対応です。,0,0,0,1,0,0,0
枕元には今時のホテルらしくUSB電源もあります。,0,0,0,0,0,1,0
バス・トイレ別なのでのんびり風呂に浸かれました。,0,0,1,0,0,0,1
せっかくなので入浴剤でもあればいいと思います。,0,0,0,0,0,1,0
洗面台がテレビの横という少し不思議なレイアウトでしたがこれがまた実際使ってみると使い勝手が良かったです。,0,0,0,0,0,1,1
部屋もとても奇麗にされていて快適でした。,0,0,0,1,0,0,1
朝食はオープンキッチンでシェフがオムレツ焼いていたり、いくらやお肉もたくさんあってとても豪華な朝食となりました。,1,0,0,0,0,0,0
今回単にほぼ泊まるだけになってしまったのがちょっともったいないくらいです。,1,1,1,1,1,1,1
スマホでナビすれば良かった②セブンイレブンが近くにあります、それは以外無いとも③駐車場は1日千円（フロントにて前払い）入り口に遮断機有り④最寄り駅は小島新田（京急川崎線）徒歩およそ15分⑤シャトルバスはJR川崎駅まで、あまり渋滞が無い時間帯で２０分かかりました。,0,0,0,0,1,0,0
川崎駅から21時の戻りシャトルバスが無い。,0,0,0,1,0,0,0
夏場はもっとぬるくていいかな？（ぬるめ湯を勧める会会員）,0,0,1,0,0,0,0
これだけでも、ここを選んで良かったとも10、小学生以下朝食無料、添い寝無料veryverygood※あ、それからテレビのリモコンは初めにリンクボタンを押すと、Wi-Fiのパスワードまでたどり着きました。,0,0,0,1,0,0,0
番組表は赤ボタンで3段階拡大しますこの時期、新しいピカピカのホテルで、1人8500円と考えるとコスパ充分。,0,0,0,0,0,1,0
いわゆるビジネスホテルとは到底思えない、おしゃれでとてもキレイな部屋でした。,0,0,0,1,0,0,1
朝食は種類が多く、明るくおしゃれな空間でスタッフの方々のサービスも良く、朝からとてもいい気分になりました。,1,0,0,1,0,0,0
駅から近くて便利です。,0,0,0,0,1,0,0
建物も部屋もきれいですし満足しています。,0,0,0,1,0,0,1
朝食も種類が多くてとてもよかったです。,1,0,0,0,0,0,0
大浴場は2種類あり時間で切り替わります、清潔で大満足でした。,0,0,1,1,0,0,0
繁華街から近く、また、コンビニも至近で便利でした。,0,0,0,0,1,0,0
夜泣きソバ、ウエルカムドリンクなど大変満足しました。,0,1,0,0,0,1,0
男湯は露天風呂もあり、堪能しました。,0,0,1,0,0,0,0
朝食はすばらしくおいしかったです。,1,0,0,0,0,0,0
JR奈良駅に隣接していて便利です。,0,0,0,0,1,0,0
ロビーがちょっと分かり辛いですが・・・友人と一緒だったのですが、近くに飲み屋さんも多く立地は申し分ありません。,0,0,0,0,1,0,0
部屋も広く、生駒山を正面に見ることが出来て学生当時を思い出しました。,0,0,0,0,0,0,1
朝食も品数が多く、名物の柿の葉寿司や粕汁も最高でした。,1,0,0,0,0,0,0
スタッフの方の応対も良く好感が持てます。,0,0,0,1,0,0,0
シンプルですが清潔で細かい気配りのあるお部屋でした。,0,0,0,1,0,0,1
携帯充電に便利な電源タップや棚の下段角には頭をぶつけても怪我をしないように可愛いカバーがつけられていました。,0,0,0,0,0,1,0
お部屋の鍵が２つ（男女用）あってお風呂に行く時も安心です。,0,0,1,0,0,1,0
食事も職人さんが丁寧に調理しておられ、お吸い物の味付けが抜群に美味しかったです。,1,1,0,0,0,0,0
量も沢山で食べ切れないほどでした。,1,1,0,0,0,0,0
又、若女将さんが夕食時に地元の民謡を歌っていただけました。,0,0,0,1,0,0,0
優しい唄で大変お上手でした。,0,0,0,1,0,0,0
１席１席、ご挨拶に廻られておられました。,0,0,0,1,0,0,0
スタッフの方々も皆さんフレンドリーです。,0,0,0,1,0,0,0
最後は皆さんで車が見えなくなるまで手を振ってお見送りしていただけました。,0,0,0,1,0,0,0
山深いホテルですが本当に細かい心配り溢れる温かいお宿でした。,0,0,0,1,1,0,0
朝、晩ともに十分に楽しませていただきました。,1,1,1,1,1,1,1
お風呂の種類が多く楽しめました。,0,0,1,0,0,0,0
又、仲居さんが親切で良かったです。,0,0,0,1,0,0,0
ビュッフェスタイルの食事もおいしく楽しめました。,1,1,0,0,0,0,0
カートを使用して食事を選べるのが良いアイデアで、足の悪い父母も助かりました。,0,0,0,0,0,1,0
部屋とかホテル内に飾られた花も素敵でした。,0,0,0,0,0,1,0
部屋のお風呂は浴槽に剥がれ等あり、入る気持ちにはなれませんでした。,0,0,1,1,0,0,0
全体的に水回りは古い感じでした。,0,0,1,0,0,0,1
とても綺麗で清潔感があり、アメニティも充実していて、朝食も美味しく快適でした。,0,0,0,1,0,1,1
立地の場所なのか、夜中もとても静かでよく眠れました。,0,0,0,0,1,0,0
何と言っても受付のスタッフさん（長谷川さん）の対応が素晴らしく、感激しました！,0,0,0,1,0,0,0
チェックインからチェックアウトまで、とても気持ちよく過ごすことができました。,0,0,0,1,0,0,0
みなさんの心遣いに感謝致します。,0,0,0,1,0,0,0
次は祖父母も連れて三世代でお世話になりたいです。,1,1,1,1,1,1,1
年齢を重ねてからは宿泊場所も少なくなり、気を遣う事も多く、グランドホテルが一番気楽です。,1,1,1,1,1,1,1
コンビニが近く、とても便利です。,0,0,0,0,1,0,0
お部屋もキレイで過ごしやすいホテルです。,0,0,0,1,0,0,1
一番のポイントは接客のです、フロントはいつも気持ちよく迎えてくれます。,0,0,0,1,0,0,0
部屋は、とても広く一人でトリプルベッドでした。,0,0,0,0,0,1,1
朝食が品数は、あったもののなんかいまいちのような、目玉焼きがあったらよかったのかな。,1,0,0,0,0,0,0
フロントの方の対応も良かったです。,0,0,0,1,0,0,0
温泉も気持ちよく、食事も美味しく頂けたのでくつろぐ事ができました。,1,1,1,0,0,0,0
幼児と一緒だったのでプレイルームを利用させて頂いたのですがエアコンがついておらず長時間滞在ができなかったのは残念でした。,0,0,0,0,0,1,0
お願いしていた母の肉料理変更や、写真撮影のリクエストにしっかり対応いただき、本人たちからも、料理、部屋、温泉、心遣い、全てがよかったと話を聞き、うれしい気持ちになりました。,1,1,1,1,1,1,1
お世話になり、大変ありがとうございました。,1,1,1,1,1,1,1
暗くなってからの到着で、宿の場所が全然わからなかったため電話して教えてもらいながらなんとか到着しました。,0,0,0,0,1,0,0
お料理やスタッフさんの接客は素晴らしく、文句のつけようがありません。,1,1,0,1,0,0,0
次の日は道案内や道路状況を詳しくしていただき大変助かりました。,0,0,0,1,0,0,0
一番良かったのは、渓流沿いの露天風呂です。,0,0,1,0,0,0,0
源泉かけ流しでまさに温泉を堪能できました。,0,0,1,0,0,0,0
次によかったのがフロントにあるお茶やコーヒーのサービスです。,0,0,0,1,0,1,0
コーヒーはとても美味しく、コンビニのようなtogoのふたも用意してあって気が利いているなと思いました。,0,0,0,1,0,1,0
お料理は、お正月なのでラインナップは仕方ないなと思っていましたが、追加料金で頼んだアンコウ鍋はとても美味しく、またお酒が各種飲み放題なのがとても嬉しかったです。,0,1,0,0,0,0,0
サービスはとてもよかったので、また機会があったら宿泊してもいいなと思いました。,0,0,0,1,0,0,0
以前お世話になったホテルですが、フロントスタッフの対応が素晴らしい。,0,0,0,1,0,0,0
出発日１８：００までの駐車料金無料は良い企画です。,0,0,0,0,0,1,0
近くの居酒屋のクーポン券を頂きました。,0,0,0,1,0,0,0
料理も大変美味しく大満足でした。,1,1,0,0,0,0,0
部屋に置かれた折鶴は心が温まりました。,0,0,0,0,0,1,0
箸袋の裏に書かれた播州弁も面白かったです。,0,0,0,0,0,1,0
とても広い部屋でゆったり過ごせました。,0,0,0,0,0,0,1
スカイツリーなどみえて眺めは最高です。,0,0,0,0,0,0,1
トイレとバスが別になってとこもよかったです。,0,0,1,0,0,0,1
お部屋が広くて、ゆったり過ごせました。,0,0,0,0,0,0,1
朝夕のビュッフェも大変おいしかったです。,1,0,0,0,0,0,0
子供たちも大喜びでまた行きたいなぁと言ってました。,1,1,1,1,1,1,1
お料理もとてもおいしくてバイキングとゆうこともあり何度もおかわり！,1,1,0,0,0,0,0
子供が好きなメニューもありうちの子供たちの偏食がひどいのも解消！,1,1,0,0,0,0,0
夜、デザートバイキングでは子供自ら大好きなケーキを取りに行ってました！,0,1,0,0,0,0,0
ドアを開けた瞬間ビミョーな雰囲気に…（⌒-⌒;）お部屋は小さな流し付きの一人暮らし用の部屋のよう。,0,0,0,0,0,0,1
三人で泊まるにはちょっと狭かったですね。,0,0,0,0,0,0,1
畳が古く、母のズボンは畳クズが付いてなかなか取れず苦笑い。,0,0,0,0,0,0,1
でも食事は朝夕食べ過ぎなくらいビュッフェを楽しませていただきました。,1,1,0,0,0,0,0
朝食時の持ち帰りOKのコーヒーは嬉しかったです。,1,0,0,0,0,1,0
神戸駅を出て徒歩1分くらいで、ホテルの手前にファミマもあり、非常に立地の良い場所でした。,0,0,0,0,1,0,0
アメニティーは、洗顔・クレンジング・化粧水・乳液がビタミンカラーでかわいかったです。,0,0,0,0,0,1,0
朝食バイキングは、ヒジキや切干大根などの煮物の味付けが良かったです。,1,0,0,0,0,0,0
また、デザートが特に美味しかったです。,1,0,0,0,0,0,0
部屋はきれいに掃除されていました。,0,0,0,1,0,0,1
テレビもとても大きかったです。,0,0,0,0,0,1,0
コンセントも、色々あって便利だと思いました。,0,0,0,0,0,1,1
全身が映る鏡があると、更にいいと思います。,0,0,0,0,0,1,0
とにかく、移動に便利なホテルだったので、また、神戸に来ることがあれば利用させていただきたいと思います。,0,0,0,0,1,0,0
レビューの記事を見て一泊しましたが、本当に朝晩の食事が質量ともに申し分ないです。,1,1,0,0,0,0,0
また、連れ合いが頭痛を訴えると薬を用意して下さり、女将さんスタッフの皆さんの心遣いには感服しました。,0,0,0,1,0,0,0
奈良公園に近く、若草山のドライブウェイ途中にある立地は大変便利でした。,0,0,0,0,1,0,0
部屋から奈良の景色を見ることが出来、東大寺の大仏殿や興福寺五重塔などを見ることが出来て良かったですね。,0,0,0,0,1,0,1
宿のスタッフ皆さんが挨拶を欠かさず、気持ちの良いお宿でした。,0,0,0,1,0,0,0
チェックインして先ず、大浴場の狭さに愕然としました…。,0,0,1,0,0,0,0
繁忙期には、大浴場の前に従業員さんを配置して、一定の人数が入ったら残りの人は並んで待ってもらい、出て来た人数分、待っていた人に入ってもらう…、等の対応が必要かと思われます…。,0,0,1,1,0,0,0
それに反して、客室は他のドーミーインさんの同価格帯の客室より広く、室内に大型冷蔵庫と洗濯乾燥機が備えてあり、嬉しい驚きでした…。,0,0,0,0,0,1,1
特に今回は、客室に洗濯乾燥機があってとても助かりました…。,0,0,0,0,0,1,0
狭過ぎる大浴場を考慮しても大変快適に過ごさせて頂き、九州某所の自宅からバイクで行きに２２時間、帰りに１９時間掛けて伺わせて頂いた甲斐が十分ありました…。,0,0,1,0,0,1,1
路線バスに乗って帰る羽目にあった。,0,0,0,1,0,0,0
建物の中が複雑で迷路のようだった。,0,0,0,0,0,1,0
風呂場と部屋の距離が遠くて何度も風呂に入る気になれなかった。,0,0,1,0,0,1,0
果物を出してほしかった。,1,1,0,0,0,0,0
スタッフの方々の対応は、大変洗練されておりました。,0,0,0,1,0,0,0
朝食時の案内も大変丁寧で、心地よい時間を過ごすことができました。,1,0,0,1,0,0,0
フロントクラークの女性の方はとても親切で丁寧で良かったです。,0,0,0,1,0,0,0
しかし、男性スタッフの質問に対する接客口調と態度が最悪でした。,0,0,0,1,0,0,0
喋り方を改善すべきだと思う。,0,0,0,1,0,0,0
老舗なのにフロント女性の対応が悪すぎる。,0,0,0,1,0,0,0
チェックアウト時は、初めから笑顔も一切なし。,0,0,0,1,0,0,0
チェックイン時にお願いしていた領収書ではなかったので、そのことを伝えたところ、あからさまに態度が悪くなった。,0,0,0,1,0,0,0
しかも、動きが遅かったので、急ぎめでお願いしますと伝えたところ、無視された。,0,0,0,1,0,0,0
クレジットカードの利用控えもほしいと言わないともらえなかった。,0,0,0,1,0,0,0
そもそも、領収書の対応ができていなかったことへの謝罪もない。,0,0,0,1,0,0,0
予想外に時間を取られたため、バスの時間に間に合わなかった。,0,0,0,1,0,0,0
あまりのひどさにあきれていたところ、入り口付近の女性スタッフだけは笑顔で見送ってくれた。,0,0,0,1,0,0,0
ホテル前で海水浴ができて立地・風呂も大満足ですが、建物内全域（エレベーター・部屋内）独特の特異臭が気になりました。,0,0,1,0,1,1,0
朝食も提携店で利用しましたが、値段の割には今一つのレベルでした。,1,0,0,0,0,0,0
清潔で居心地が良かったとのことです。,0,0,0,1,0,0,1
駅からすぐ見えるわけではないですが、便利の良いところでした。,0,0,0,0,1,0,0
夜の食事は個室を用意されていて周りに気兼ねなく楽しめました。,0,1,0,0,0,1,0
到着時、団体さんの移動とバッティングしてしまってエレベーター前にものすごい行列ができていたのですが、一般の方はこちらへどうぞ、と声をかけていただいて間違えて列に並ばずに済みました。,0,0,0,1,0,0,0
オムレツを作ってもらえるんですか、とこちらから声をかけてようやく近くに来てくれましたが、トッピングはどうしますかとか聞いてくれることもなく…あまり積極的に作りたくないのかなと思いました。,1,0,0,1,0,0,0
それでもササッと見栄えの良いオムレツが出きあがったのは流石でした。,1,0,0,0,0,0,0
日没後に到着で、駐車場は外灯がなく不安でしたが、駐車場案内の方の丁寧な誘導で安心して駐車ができました。,0,0,0,1,0,0,0
料理は美味しく多めで満足です。,1,1,0,0,0,0,0
ホテルが高台にあるので、夜の星空と朝の雲海は最高でした。,0,0,0,0,1,0,0
また、夜の寒い中、星座を丁寧に説明をしていただき感謝してます。,0,0,0,1,0,0,0
きちんとおもてなしをしていただき総合的に良かったと思います。,1,1,1,1,1,1,1
端的に言えばプロの調理人が調理したとは思えませんでした。,1,1,0,0,0,0,0
ほとんどの料理に火が入り過ぎていました。,1,1,0,0,0,0,0
そして同じような味がします。,1,1,0,0,0,0,0
更に安い素材を使って材料費を抑えていました。,1,1,0,0,0,0,0
みそ汁は塩分が強く素材の味がしませんでした。,1,1,0,0,0,0,0
朝食のご飯の炊き方があまりにもひどかったです。,1,0,0,0,0,0,0
お迎えのリムジンを自慢しているようですが、エアコンが壊れているいますと自慢気に言っていました。,0,0,0,1,0,1,0
中は蒸し風呂状態で不快でした。,0,0,0,1,0,1,0
付いた仲居さんも初心者でした。,0,0,0,1,0,0,0
ラウンジはたばこ臭くて入れませんでした。,0,0,0,0,0,1,0
お風呂は塩素臭くて最初むせました。,0,0,1,1,0,0,0
元々は本館の和洋室（ベッド2つに、一人は布団）に通され、部屋自体に不満は無かったのですが、真上の部屋で子供がドタバタ走り回り、ベッドから飛び降りたりと、あまりにうるさくフロントに対応を求めました。,0,0,0,0,0,0,1
注意をしてくれたようで、少しの間は静かになりましたが、また元の煩さに戻り、再度フロントに電話をしました。,0,0,0,1,0,1,0
十分少々すると、支配人さんが部屋に訪れてくれ、状況を説明し、良ければ他の部屋に移らないかとご提案してもらいました。,0,0,0,1,0,0,0
部屋のグレードはともかく、ゆっくりと滞在出来るレベルの騒音では無いので部屋移動をしてもらうと……暖炉の様な暖房や、ロッキングチェア、カウチ付のソファーまである豪華な部屋でした。（ベッド2つとエキストラベッド1つ）,0,0,0,0,0,1,1
当然上階からの騒音も殆ど無く、快適に過ごす事ができました。,0,0,0,0,0,0,1
ご対応いただいた支配人さん、ありがとうございました。,0,0,0,1,0,0,0
おかげでとても良い部屋で快適に過ごせました。,0,0,0,0,0,0,1
道内の一般的価格の大型温泉でのバイキングで比較すると、高レベルにあるとは思います。,1,1,0,0,0,0,0
【温泉について】ポンプの故障で屋上露天風呂が利用できずガッカリしました。,0,0,1,0,0,0,0
いつから故障しているのか分かりませんが、ホームページ等で明示するべきだと思います。,0,0,1,1,0,0,0
屋上露天風呂抜きで評価すると、温泉のレベルは高いとは言えません。,0,0,1,0,0,0,0
室内浴槽も少なくシンプルで、半露天風呂も狭く、4人も入ればもう次の人は入ろうとは思えません。,0,0,1,0,0,0,0
厳選かけ流しでは無く、循環加水しているようで塩素臭さも感じました。,0,0,1,0,0,0,0
この規模のホテルにしては、風呂は残念に思います。,0,0,1,0,0,0,0
最初から最後まで従業員の皆様の対応が気持ちよかったです。,0,0,0,1,0,0,0
ただ丁寧というのではなく、気持ちがこもっているというか、その人その時によって対応が違っているのが良いなと思いました。,0,0,0,1,0,0,0
お風呂はこまめに掃除しているなと感じました。,0,0,1,1,0,0,0
シャンプーや基礎化粧品など、たくさんあってどれを使おうか迷うくらいでした。,0,0,0,0,0,1,0
食事はすべて美味しく完食しました。,1,1,0,0,0,0,0
お風呂でゆっくりできます。,0,0,1,0,0,0,0
食事、温泉は良かったです。,1,1,1,0,0,0,0
ただし大浴場、檜風呂とも露天風呂がぬるかったです。,0,0,1,0,0,0,0
特に檜風呂はぬるすぎてすぐに出てしまいました。,0,0,1,0,0,0,0
部屋は暖房をつけてもあまり暖かくならずに寒かったです。,0,0,0,0,0,1,1
フロントに電話したら暖かくできないのでヒーターを貸し出してくれました。,0,0,0,0,0,1,0
ただ小さいヒーターだったので部屋全体は温まりませんでした。,0,0,0,0,0,1,0
困ってフロントに行ったらフロントの方がとても親切に対応していただけました。,0,0,0,1,0,0,0
忙しいのにわざわざタオルを取りに行っていただき嫌な気分になりかけましたがフロントの方のおかげでよかったです。,0,0,0,1,0,0,0
露天風呂付きでこの値段はとても良かったと思います！！,0,0,1,0,0,0,0
露天風呂のガラス？が汚れていて、そこはもう少し綺麗にして欲しかったです。,0,0,1,0,0,0,0
クリスマスプランにて２５日宿泊宿に着くと、森の中に佇む素晴らしい景観とライトアップされたお庭やナイトプールに驚かされました。,0,0,0,0,0,1,0
お部屋おまかせタイプでしたがスタッフ様に驚く様な素晴らしい部屋を選んで頂き、同行者も大変喜んでいました。,0,0,0,0,0,0,1
夕食朝食内容も素晴らしく、感動と森の栖さんのプロ意識を十二分に感じられた素晴らしいクリスマスの思い出となりました。,1,1,0,1,0,0,0
空港に迎えに来ていただきましたが、わかりやすい場所で待っていていただき、助かりました。,0,0,0,1,0,0,0
むしろ、レンタルサイクルも利用でき、コンビニも近くにあるので便利でした。,0,0,0,0,1,0,0
東側にも近いのでとてもさすがでのんびりできます。,0,0,0,0,1,0,0
周辺のことはスタッフの方々に聞けば、みなさん親切に教えてくれます。,0,0,0,1,0,0,0
ではなくて、沖縄の食材を使った中華、和洋食事が楽しめました。,1,1,0,0,0,0,0
一人で利用しましたがスタッフの方が声をかけてくださり、楽しめました。,0,0,0,1,0,0,0
また、レストランの席も色々変えていただき、様々な角度から景色を眺めながらの食事は美味しかったです。,1,1,0,1,0,0,0
ビュッフェも日によりメニューが少しずつ異なるので、長期滞在でも楽しめると思います。,1,1,0,0,0,0,0
アフタヌーンティーもプールサイドで楽しむこともでき、見晴らしのいい人の少ないプールで青空を眺めながら、のんびりした時間を過ごしました。,0,0,0,1,0,1,0
夜のプールに虫が浮いているのはご愛嬌です笑ルネッサンスビーチも活用できるので、ラグジュアリーなリゾートも楽しめて一石二鳥だと思います。,0,0,0,0,0,1,0
部屋は天蓋付きで、気分が上がります！,0,0,0,0,0,1,1
バスルームも少し年季は入っていますが、清潔に保たれていますし、アメニティも十分です。,0,0,1,1,0,1,0
お掃除のスタッフの方々も朗らかで、笑顔で挨拶してくださり、敷地内で気持ち良く過ごせます。,0,0,0,1,0,0,0
ただ、フロントなどの施設から距離があり、階段も多いのでちょっと大変かもしれません。,0,0,0,0,0,1,0
カウンセリングからしっかり聞いていただき、気持ち良さに眠っていたくらいです。,0,0,0,1,0,0,0
施術後のバスでいただくホットシークァーサージュースやハイビスカスティーが美味しかったです。,0,0,0,1,0,0,0
チャレンジ30というプランも使いましたが、インストラクターの方も面白かったです。,0,0,0,1,0,0,0
とてもいい休暇になりました。,1,1,1,1,1,1,1
沖縄に行った際にはまた利用したいと思います。,1,1,1,1,1,1,1
従業員の心遣い、サービスは非常によい。,0,0,0,1,0,0,0
朝食も新鮮、和洋そろい、味も種類も満足度が高い。,1,0,0,0,0,0,0
設備は古いが、清潔に保たれていて気持ちがよい。,0,0,0,1,0,0,0
コンビニは徒歩30秒でセブンイレブンがあり、アーケード通りという夜中まで飲食ができる場所も歩いて10分で便利な場所にある。,0,0,0,0,1,0,0
ぜひまた利用したい。,1,1,1,1,1,1,1
